id,Domain,Phylum,Class,Order,Family,Genus,Species
HQ336320.1.1386,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
HQ385611.1.1365,Bacteria, Planctomycetes, Phycisphaerae, Tepidisphaerales, Tepidisphaeraceae, uncultured bacterium, uncultured bacterium
JX223095.1.1513,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, Bacteriovorax, Ambiguous_taxa
HQ397521.1.1359,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, uncultured, uncultured bacterium
HQ398232.1.1468,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, Ambiguous_taxa
HQ407225.1.1417,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Providencia, Ambiguous_taxa
HQ454988.1.1436,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
HQ591433.1.1202,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, Klebsiella sp. SOR89
HQ596309.1.1462,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Citrobacter, Ambiguous_taxa
HQ640505.1.1351,Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae 1, Clostridium sensu stricto 13, rumen bacterium NC-30
HQ647249.1.1401,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Sphingomonas sp. F4
HQ681758.1.1457,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
HQ681790.1.1448,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
HQ681832.1.1451,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, uncultured bacterium
HQ681842.1.1462,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
HQ681861.1.1452,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
HQ682006.1.1451,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, uncultured bacterium
HQ682015.1.1452,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Rhodospirillales Incertae Sedis, Reyranella, uncultured bacterium
HQ686141.1.1218,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Chryseobacterium, uncultured Chryseobacterium sp.
KC213962.1.1436,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
HQ728404.1.1491,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, bacterium K14(2011)
HQ754307.1.1415,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Propionibacteriaceae, Propionibacterium, uncultured organism
KC431934.1.1357,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Chitinophagaceae, Sediminibacterium, uncultured bacterium
HQ761587.1.1455,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured organism
HQ767656.1.1441,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, [Ruminococcus] gnavus group, uncultured organism
HQ774435.1.1450,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, uncultured organism
KF090167.1.1361,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella, uncultured bacterium
HQ802983.1.1440,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, [Ruminococcus] torques group, uncultured organism
HQ804831.1.1450,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Rothia, uncultured organism
KF063208.1.1345,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Cloacibacterium, uncultured bacterium
HQ811832.1.1472,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, uncultured organism
HQ815982.1.1445,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, uncultured organism
HQ860483.1.1449,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, uncultured bacterium
HQ860754.1.1200,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, uncultured bacterium
JANM01000001.1263654.1265135,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus aureus LCT-SAO
JF004776.1.1355,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Kocuria, uncultured bacterium
JF023891.1.1327,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, uncultured bacterium
JF042854.1.1367,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, uncultured, uncultured bacterium
KF100492.1.1323,Bacteria, Cyanobacteria, Chloroplast, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa, Ambiguous_taxa
JF087032.1.1361,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Brevibacteriaceae, Brevibacterium, uncultured bacterium
JF087988.1.1339,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
JF116684.1.1303,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Caulobacter, uncultured bacterium
JF131859.1.1351,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, uncultured bacterium
JF132957.1.1367,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, uncultured bacterium
JF135599.1.1353,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Yaniella, uncultured bacterium
KF358356.1.1426,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Mycetocola, Ambiguous_taxa
JF139748.1.1306,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Ambiguous_taxa
JF140870.1.1347,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
JF148501.1.1373,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Facklamia, uncultured bacterium
JF148804.1.1374,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, uncultured bacterium
JF149183.1.1342,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
JF161835.1.1369,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, uncultured bacterium
JF167719.1.1326,Bacteria, Saccharibacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
KF600406.1.1277,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Zymobacter, Ambiguous_taxa
JF171074.1.1346,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Nocardioides, uncultured bacterium
JF172513.1.1340,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
JF175410.1.1346,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, uncultured bacterium
JF177004.1.1310,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Zymomonas, uncultured bacterium
JF179224.1.1335,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Corynebacteriaceae, Corynebacterium 1, uncultured bacterium
JF198233.1.1314,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Endobacter, uncultured bacterium
JF198590.1.1339,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Flexibacter, uncultured bacterium
JF198646.1.1339,Bacteria, Acidobacteria, Blastocatellia, Blastocatellales, Blastocatellaceae (Subgroup 4), Aridibacter, Ambiguous_taxa
JF201370.1.1369,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Porphyromonadaceae, Porphyromonas, uncultured bacterium
JF203592.1.1305,Bacteria, Proteobacteria, Alphaproteobacteria, Alphaproteobacteria Incertae Sedis, uncultured, uncultured bacterium, uncultured bacterium
JF203667.1.1342,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium, uncultured bacterium
JF212647.1.1365,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, uncultured bacterium
LNRU01000007.305667.307163,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, Ambiguous_taxa
JF216977.1.1346,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Perlucidibaca, Ambiguous_taxa
JF221690.1.1374,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, uncultured bacterium
JF225044.1.1379,Bacteria, Firmicutes, Bacilli, Bacillales, Family XI, Gemella, uncultured bacterium
JF229027.1.1317,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, uncultured bacterium
JF231450.1.1376,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Abiotrophia, uncultured bacterium
JF239125.1.1371,Bacteria, Firmicutes, Bacilli, Lactobacillales, Carnobacteriaceae, Granulicatella, uncultured bacterium
JF241633.1.1365,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, uncultured, uncultured bacterium
JF265850.1.1359,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadales Incertae Sedis, Acidibacter, uncultured bacterium
JF327458.1.1481,Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Shewanellaceae, Shewanella, Ambiguous_taxa
JF327461.1.1412,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Sphingobacterium, Ambiguous_taxa
JF417855.1.1450,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Ambiguous_taxa, uncultured bacterium, uncultured bacterium
KJ578024.1.1507,Bacteria, Verrucomicrobia, Verrucomicrobiae, Verrucomicrobiales, Verrucomicrobiaceae, Prosthecobacter, uncultured bacterium
JF500169.1.1484,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Chitinophagaceae, uncultured, Ambiguous_taxa
JF508369.1.1396,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Microvirga, Microvirga flocculans
JF681388.1.1240,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, uncultured bacterium
JF682230.1.1452,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Hafnia-Obesumbacterium, Hafnia alvei
JF703510.1.1441,Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, uncultured Xanthomonadaceae bacterium
JF737868.1.1454,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Phyllobacteriaceae, Mesorhizobium, Ambiguous_taxa
JF751039.1.1431,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Paenarthrobacter, Arthrobacter sp. AD6
JF766379.1.1511,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, uncultured bacterium
JF766389.1.1513,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, uncultured bacterium
JF766456.1.1504,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Janthinobacterium, uncultured bacterium
AB983162.1.1397,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Brevibacteriaceae, Brevibacterium, Ambiguous_taxa
JF778722.1.1415,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, Ambiguous_taxa
JF825892.1.1478,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Ambiguous_taxa, Ambiguous_taxa
JF830184.1.1510,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Ambiguous_taxa
ACQD01000066.310.1852,Bacteria, Firmicutes, Bacilli, Lactobacillales, Lactobacillaceae, Lactobacillus, Ambiguous_taxa
JF900037.1.1429,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, Arthrobacter sp. B2-7
JF901360.1.1471,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, endophytic bacterium 202L-2
JF915326.1.1385,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Sphingobacteriaceae, Pedobacter, Ambiguous_taxa
KJ890498.1.1488,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Micrococcus, uncultured bacterium
JF925025.1.1492,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Acidovorax, uncultured marine bacterium
JF937067.1.1411,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Brevibacteriaceae, Brevibacterium, Ambiguous_taxa
JF979360.1.1509,Bacteria, Bacteroidetes, Flavobacteriia, Flavobacteriales, Flavobacteriaceae, Flavobacterium, Ambiguous_taxa
JFJP01037309.2349.3850,Bacteria, Proteobacteria, Deltaproteobacteria, Bdellovibrionales, Bacteriovoracaceae, Peredibacter, microbial mat metagenome
JLQE01000004.2.1366,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Mycobacterium tuberculosis UT0009
JN001251.1.1464,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
JN012619.1.1445,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminococcaceae UCG-014, uncultured bacterium
JN012642.1.1446,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae NK4A136 group, uncultured bacterium
JN012654.1.1438,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
JN012795.1.1451,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Oscillibacter, uncultured bacterium
JN012867.1.1443,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 9, uncultured bacterium
JN013030.1.1456,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
JN013037.1.1457,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
JN013038.1.1467,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidales S24-7 group, uncultured bacterium, uncultured bacterium
JN013044.1.1442,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
JN013082.1.1454,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, uncultured, uncultured bacterium
JN013150.1.1426,Bacteria, Cyanobacteria, Melainabacteria, Gastranaerophilales, uncultured bacterium, uncultured bacterium, uncultured bacterium
JN013954.1.1499,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, uncultured bacterium
JN020180.1.1372,Bacteria, Actinobacteria, Actinobacteria, Propionibacteriales, Nocardioidaceae, Marmoricola, Ambiguous_taxa
KM192354.1.1411,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
JN082739.1.1372,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, Ambiguous_taxa
JN089710.1.1214,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, Ochrobactrum sp. MVSV6
JN128637.1.1414,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Ambiguous_taxa, Ambiguous_taxa
JN162392.1.1466,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Ambiguous_taxa
JN177680.1.1483,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, Methyloversatilis, uncultured Methyloversatilis sp.
KM581288.1.1355,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Leucobacter, uncultured bacterium
JN197274.1.1466,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
JN217089.1.1475,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Hydrogenophaga, uncultured Hydrogenophaga sp.
JN228092.1.1509,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Ambiguous_taxa
JN391735.1.1497,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Chitinophagaceae, uncultured, uncultured bacterium
JN398100.1.1398,Bacteria, Saccharibacteria, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium, uncultured bacterium
JN398112.1.1451,Bacteria, Proteobacteria, Betaproteobacteria, Rhodocyclales, Rhodocyclaceae, uncultured, uncultured bacterium
KP173712.1.1398,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Dermacoccaceae, Dermacoccus, Ambiguous_taxa
KT387996.1.1418,Bacteria, Proteobacteria, Gammaproteobacteria, Oceanospirillales, Halomonadaceae, Halomonas, Ambiguous_taxa
KU172932.1.1355,Bacteria, Actinobacteria, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, Ambiguous_taxa
LC125158.1.1421,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Dermabacteraceae, Brachybacterium, Ambiguous_taxa
GU117936.1.1404,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, uncultured, uncultured bacterium
JN585684.1.1392,Bacteria, Bacteroidetes, Cytophagia, Cytophagales, Cytophagaceae, Dyadobacter, Dyadobacter sp. RA22
JN604598.1.1226,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, uncultured soil bacterium
LN568127.1.1320,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Shinella, Ambiguous_taxa
JN613488.1.1395,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, Ambiguous_taxa
JN624917.1.1418,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Brucellaceae, Ochrobactrum, Ambiguous_taxa
LN569751.1.1349,Bacteria, Planctomycetes, Planctomycetacia, Planctomycetales, Planctomycetaceae, Rhodopirellula, Ambiguous_taxa
JN697723.1.1382,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, Ambiguous_taxa
JN820158.1.1490,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Moraxellaceae, Acinetobacter, Acinetobacter sp. V1(2012)
JN820202.1.1496,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
LSJI01000180.148730.150191,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Phenylobacterium, Ambiguous_taxa
JN825334.1.1448,Bacteria, Cyanobacteria, Cyanobacteria, SubsectionIII, FamilyI, Spirulina, uncultured cyanobacterium
JN825343.1.1389,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, uncultured, uncultured alpha proteobacterium
JN825351.1.1489,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Rhodobacter, uncultured alpha proteobacterium
KF071292.1.1343,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Micrococcus, Ambiguous_taxa
JN849372.1.1372,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Ambiguous_taxa
JN854198.84707.86297,Bacteria, Cyanobacteria, Chloroplast, Pinus greggii, Pinus greggii, Pinus greggii, Pinus greggii
HM258155.1.1343,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Microbacteriaceae, Zimmermannella, Ambiguous_taxa
JN868763.1.1528,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Oxalobacteraceae, Undibacterium, uncultured bacterium
JN868839.1.1481,Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, uncultured bacterium
JN868968.1.1503,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Rhizobium, uncultured bacterium
JN869218.1.1507,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, uncultured bacterium
JN882153.1.1497,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, uncultured bacterium
JN975099.1.1393,Bacteria, Firmicutes, Bacilli, Bacillales, Planococcaceae, Lysinibacillus, Bacillus sp. D3-a1-YT
JN975129.1.1281,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Enterobacter sp. D59
JN983471.1.1424,Bacteria, Proteobacteria, Betaproteobacteria, Burkholderiales, Comamonadaceae, Acidovorax, Ambiguous_taxa
HQ202841.1.1467,Bacteria, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Planomicrobium okeanokoites
JQ066778.1.1354,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Klebsiella, Ambiguous_taxa
JQ080256.1.1369,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Gluconobacter, Ambiguous_taxa
JQ084107.1.1494,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, Lachnospiraceae UCG-006, uncultured bacterium
JQ084173.1.1493,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, Ruminiclostridium 9, uncultured bacterium
JQ207379.1.1348,Bacteria, Firmicutes, Clostridia, Clostridiales, Ruminococcaceae, uncultured, uncultured bacterium
JQ343056.1.1397,Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Ambiguous_taxa
JQ359082.1.1446,Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Ambiguous_taxa
JQ389894.1.1475,Bacteria, Firmicutes, Bacilli, Lactobacillales, Aerococcaceae, Aerococcus, uncultured Aerococcus sp.
JQ408075.1.1356,Bacteria, Bacteroidetes, Sphingobacteriia, Sphingobacteriales, Chitinophagaceae, uncultured, uncultured bacterium
JQ408100.1.1308,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingopyxis, uncultured bacterium
JQ426190.1.1299,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Altererythrobacter, uncultured bacterium
JQ426602.1.1439,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, uncultured bacterium
JQ426904.1.1438,Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, uncultured bacterium
AATF01001259.61.1571,Bacteria, Firmicutes, Clostridia, Clostridiales, Lachnospiraceae, mouse gut metagenome, mouse gut metagenome
JQ428472.1.1443,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Erythrobacteraceae, Altererythrobacter, uncultured bacterium
JQ447568.1.1396,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, uncultured bacterium
JQ447895.1.1416,Bacteria, Proteobacteria, Gammaproteobacteria, Cardiobacteriales, Cardiobacteriaceae, Cardiobacterium, uncultured bacterium
JQ448065.1.1401,Bacteria, Firmicutes, Negativicutes, Selenomonadales, Veillonellaceae, Veillonella, uncultured bacterium
JQ449468.1.1398,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, uncultured bacterium
JQ452043.1.1415,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, uncultured bacterium
JQ452301.1.1384,Bacteria, Actinobacteria, Actinobacteria, Micrococcales, Micrococcaceae, Rothia, uncultured bacterium
JQ452697.1.1371,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Leptotrichiaceae, Leptotrichia, uncultured bacterium
JQ192781.1.1359,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Bacteroidaceae, Bacteroides, Ambiguous_taxa
JQ453392.1.1307,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, uncultured bacterium
JQ458561.1.1388,Bacteria, Proteobacteria, Gammaproteobacteria, Pasteurellales, Pasteurellaceae, Haemophilus, uncultured bacterium
JQ460966.1.1407,Bacteria, Bacteroidetes, Bacteroidia, Bacteroidales, Prevotellaceae, Prevotella 7, uncultured bacterium
JQ466225.1.1400,Bacteria, Firmicutes, Negativicutes, Selenomonadales, Veillonellaceae, Selenomonas 3, uncultured bacterium
JQ467159.1.1403,Bacteria, Proteobacteria, Betaproteobacteria, Neisseriales, Neisseriaceae, Neisseria, uncultured bacterium
JQ467793.1.1389,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, uncultured bacterium
JQ475278.1.1406,Bacteria, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, uncultured bacterium
JQ426672.1.1441,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, uncultured bacterium
JQ607132.1.1392,Bacteria, Fusobacteria, Fusobacteriia, Fusobacteriales, Fusobacteriaceae, Fusobacterium, Ambiguous_taxa
JQ608334.1.1434,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Sphingomonas sp. 1PNM-26
JQ627550.1.1331,Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methylobacteriaceae, Methylobacterium, uncultured alpha proteobacterium
JQ659449.1.1372,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Ambiguous_taxa
JQ659451.1.1348,Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, Sphingomonas sp. L7-516
JQ682634.1.1472,Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacteriales, Enterobacteriaceae, Enterobacter, Ambiguous_taxa
